query_name,hp_desc,hp_id,score
ADHD,ADHD,HP_0007018,29.632634449492112
Hyperkinetic disorder,Hyperkinetic disorder,HP_0000752,25.702005371889122
Attention deficit disorder,Attention deficit,HP_0007018,27.254850971681137
Hyperactivity disorder,Hyperactivity,HP_0000752,27.098460694737742
Peripheral cyanosis,Cyanosis,HP_0000961,26.594216257813052
Blue extremities,Blue sclera,HP_0000592,13.227617008441886
Cyanosis of the extremities,Cyanosis,HP_0000961,26.594216257813052
Bluish discoloration of extremities,Bluish sclerae,HP_0000592,14.965272044361734
Blue skin discoloration,Blue discoloration of the skin,HP_0000961,25.256623557666668
Lower limb bone aplasia,Aplasia involving bones of the lower limbs,HP_0009817,13.917707600792781
Absence of bone formation in lower limbs,Absence of palatine bone formation,HP_0430013,15.036386181406213
Lower extremity bone aplasia,Lower extremity weakness,HP_0007340,14.453030721837997
Agenesis of bones in lower limbs,Agenesis of lower eyelashes,HP_0007646,13.412935264288386
Lower limb bone agenesis,Agenesis of lower eyelashes,HP_0007646,13.412935264288386
Inflammation of the prostate,Inflammation of the prostate,HP_0000024,25.06217444447092
Prostate inflammation,Inflammation of the prostate,HP_0000024,25.06217444447092
Prostate infection,Prostatitis,HP_0000024,24.25085522014222
Swollen prostate,Prostatitis,HP_0000024,24.25085522014222
Infected prostate,Prostatitis,HP_0000024,24.25085522014222
Irregular tubulointerstitial structure,Tubulointerstitial abnormality,HP_0001969,13.561840751006818
Unusual tubulointerstitial form,Unusual facies,HP_0001999,13.868933780756624
Atypical tubulointerstitial shape,Tubulointerstitial abnormality,HP_0001969,13.561840751006818
Non-standard tubulointerstitial configuration,Tubulointerstitial abnormality,HP_0001969,13.561840751006818
Aberrant tubulointerstitial anatomy,Aberrant thyroid,HP_0100028,15.209089365408673
Elevated cerebrospinal fluid glutamine levels,Abnormal glutamine levels in cerebrospinal fluid,HP_0500196,18.509288050973673
High glutamine concentration in CSF,Abnormal CSF glutamine concentration,HP_0500196,17.01044599204684
Raised glutamine levels in cerebrospinal fluid,Abnormal glutamine levels in cerebrospinal fluid,HP_0500196,18.509288050973673
Increased glutamine in CSF,Increased CSF glutamine concentration,HP_0500197,16.477310515778385
Augmented cerebrospinal fluid glutamine concentration,Abnormal glutamine levels in cerebrospinal fluid,HP_0500196,15.330579253912381
Bent end bone of the fourth finger,Bent penis,HP_6000085,16.946744401328516
Curved outermost bone of the fourth digit,Outermost,HP_0012839,14.57462835907456
Bowed distal phalanx of the 4th digit,Distal,HP_0012839,14.0733722394854
Curvature of the end bone of the fourth finger,Curvature of finger,HP_0040019,18.640691749981613
Distorted distal phalanx of the 4th finger,Distortion of face,HP_0001999,14.567772593093935
Presence of anti-asparaginyl-tRNA synthetase antibodies,Anti-asparaginyl-tRNA synthetase antibody positivity,HP_0034151,23.195171333747773
Positive for anti-asparaginyl-tRNA synthetase antibodies,Anti-asparaginyl-tRNA synthetase antibody positivity,HP_0034151,26.489029863767122
Detection of anti-asparaginyl-tRNA synthetase antibodies,Anti-asparaginyl-tRNA synthetase antibody positivity,HP_0034151,23.195171333747773
Anti-asparaginyl-tRNA synthetase antibody detection,Anti-asparaginyl-tRNA synthetase antibody positivity,HP_0034151,23.195171333747773
Existence of anti-asparaginyl-tRNA synthetase antibodies,Anti-asparaginyl-tRNA synthetase antibody positivity,HP_0034151,23.195171333747773
Increased hip angle,Hip dysplasia,HP_0001385,11.540988390371938
Widened hip angle,Bitemporal widening,HP_0000337,12.248493973851593
Hip deformity,Hip dysplasia,HP_0001385,11.540988390371938
Abnormal hip joint angle,Abnormality of the hip joint,HP_0001384,18.06541019571166
Deformed hip joint,Abnormality of the hip joint,HP_0001384,14.535842000820075
Elevated cerebrospinal fluid homocarnosine levels,Abnormal homocarnosine levels in cerebrospinal fluid,HP_0500241,19.170893082434347
High homocarnosine concentration in CSF,Abnormal CSF homocarnosine concentration,HP_0500241,17.82463966123277
Raised CSF homocarnosine levels,Raised immunoglobulin levels,HP_0010702,15.563590896296777
Increased homocarnosine in cerebrospinal fluid,Abnormal homocarnosine levels in cerebrospinal fluid,HP_0500241,15.992184285373053
High cerebrospinal fluid concentration of homocarnosine,High homocarnosine levels in cerebrospinal fluid,HP_0500242,19.93920820236506
Ulna bone hardening,Hardening of ankle bones,HP_0008369,14.016365914256061
Increased bone density of the ulna,Increased bone density,HP_0011001,15.118698177132028
Ulnar bone sclerosis,Ulnar hypoplasia,HP_0003022,12.094060985901919
Hardening of the ulna bone,Hardening of ankle bones,HP_0008369,14.016365914256061
Ulna osteosclerosis,Osteosclerosis of the ulna,HP_0003991,26.39195830818091
Liver vasculature abnormality,Abnormality of the liver vasculature,HP_0006707,20.223118675328433
Hepatic blood vessel irregularity,Hepatitis,HP_0012115,19.920797387131458
Abnormal liver blood vessels,Abnormality of liver blood vessels,HP_0006707,19.16614430936199
Irregularity of the liver vasculature,Abnormality of the liver vasculature,HP_0006707,16.693550480436848
Dysfunction of hepatic blood vessels,Hepatitis,HP_0012115,19.920797387131458
Intrinsic hand muscle debility,Intrinsic hand muscle weakness,HP_0009005,16.696784925162117
Impaired hand muscle strength,Decreased facial muscle strength,HP_0030319,12.244170026455674
Weakness in hand's intrinsic muscles,Intrinsic hand muscle weakness,HP_0009005,22.164809717505474
Intrinsic hand muscle weakness,Intrinsic hand muscle weakness,HP_0009005,22.164809717505474
Hand muscle strength deficiency,Deficiency of neck muscle,HP_0008984,12.414762971320666
Irregularity of the epiphysis of the second metacarpal,Irregular metacarpals,HP_0006160,19.329858305395348
Anomaly of the 2nd metacarpal epiphysis,6 metacarpals,HP_0001501,17.141852546983532
Deformity of the epiphysis of the second metacarpal,6 metacarpals,HP_0001501,17.141852546983532
Aberration of the 2nd metacarpal's epiphysis,6 metacarpals,HP_0001501,17.141852546983532
Unusual condition of the epiphysis of the 2nd metacarpal,6 metacarpals,HP_0001501,17.141852546983532
Spontaneous abortion,Spontaneous abortion,HP_0005268,28.214556265277732
Pregnancy loss,Pregnancy history,HP_0002686,13.304787521958673
Early pregnancy loss,Early tooth loss,HP_0006480,14.884532386486345
Fetal loss,Fetal macrosomia,HP_0001520,10.667006036104505
Pregnancy failure,Pregnancy history,HP_0002686,13.304787521958673
Lambdoid suture craniosynostosis,Lambdoidal craniosynostosis,HP_0004443,27.98168488256018
Lambdoid synostosis,Lambdoid suture synostosis,HP_0004443,18.154565580380172
Posterior cranial suture synostosis,Cranial suture synostosis,HP_0001363,23.291046738137474
Lambdoidal suture fusion,Lambdoid suture craniosynostosis,HP_0004443,18.27606136175387
Posterior skull suture fusion,Posterior Y-sutural cataracts,HP_0008031,15.34335874253274
Elevated copper levels in urine,Elevated serum copper,HP_0032254,15.002694783396317
High urinary copper content,Copper deficiency,HP_0011967,13.227617008441886
Raised copper concentration in urine,Raised IOP,HP_0007906,14.965272044361734
Excessive copper in urine,Copper deficiency,HP_0011967,13.227617008441886
Abnormally high urinary copper levels,Abnormal copper levels,HP_0010836,17.876403613771274
Notched incisors,Notched pupil,HP_0000589,11.152155710246484
Scalloped incisors,Scalloping of vertebral bodies,HP_0004586,10.64983694078888
Jagged incisors,Jagged incisors,HP_0034270,26.42327976289299
Grooved incisors,Grooved tongue,HP_0000221,13.016412838198448
Rough-edged incisors,Rough hair texture,HP_0002208,11.098905184682485
Elevated Xanthine Levels,Xanthine stones,HP_0000804,14.754067874118297
High Xanthine in Blood,Xanthine stones,HP_0000804,14.754067874118297
Increased Xanthine Concentration,Increased circulating xanthine concentration,HP_0010933,15.794598315255858
Abnormally High Xanthine,Xanthine stones,HP_0000804,14.754067874118297
Excessive Xanthine in Bloodstream,Xanthine stones,HP_0000804,14.754067874118297
Intermittent sclerosis of third toe phalanx,Intermittent,HP_0031796,22.76015937596684
Irregular hardening of 3rd toe bone,Hardening of ankle bones,HP_0008369,14.016365914256061
Uneven sclerosis of third toe phalanx,Sclerosis of toe phalanx,HP_0100924,16.187596035769065
Sporadic hardening of 3rd toe phalanx,Sporadic,HP_0003745,27.715606008569008
Patchy hardening of third toe bone,Hardening of ankle bones,HP_0008369,14.016365914256061
Incomplete foot,Incomplete penetrance,HP_0003829,13.561840751006818
Partial foot absence,Partial absence of foot,HP_0030032,20.28843691996297
Partial foot loss,Partial absence of foot,HP_0030032,13.54418025342709
Incomplete development of foot,Incomplete penetrance,HP_0003829,13.561840751006818
Partial foot deficiency,Partial absence of foot,HP_0030032,13.54418025342709
Disrupted sleep pattern,Event that disrupts sleep,HP_0025234,18.325293403072543
Irregular sleep structure,Difficulty sleeping,HP_0002360,10.961360620280866
Disturbed sleep architecture,Sleep architecture disturbances,HP_5200298,27.96030302178037
Unusual sleep pattern,Unusual breathing patterns,HP_0002793,18.26012528012749
Atypical sleep structure,Atypical behavior,HP_0000708,13.154037147491087
Cortical radial artery inner/outer layer liquefactive cell death,Cortical radial artery endotheliosis,HP_0033953,16.9068067907072
Liquefactive necrosis in cortical radial artery intima/media,Cortical radial artery intima/media liquefactive necrosis,HP_0033936,25.511072365921628
Cortical radial artery intima/media softening necrosis,Cortical radial artery intima/media necrosis,HP_0033935,24.283774821923558
Cortical radial artery intima/media liquid necrosis,Cortical radial artery intima/media necrosis,HP_0033935,24.283774821923558
Cortical radial artery intima/media dissolution necrosis,Cortical radial artery intima/media necrosis,HP_0033935,24.283774821923558
Underdeveloped spinal processes,Underdeveloped spinal processes,HP_0008460,21.992004795404693
Inadequate development of spinal processes,Underdeveloped spinal processes,HP_0008460,15.813507207056261
Spinal processes hypoplasia,Underdeveloped spinal processes,HP_0008460,15.813507207056261
Insufficiently developed spinal processes,Underdeveloped spinal processes,HP_0008460,15.813507207056261
Spinal processes underdevelopment,Underdeveloped spinal processes,HP_0008460,21.992004795404693
Purple rash,Rash,HP_0000988,24.060042503058682
Violet rash,Rash,HP_0000988,24.060042503058682
Heliotrope erythema,Heliotrope erythema,HP_0040324,30.41817873081734
Heliotropic rash,Heliotrope rash,HP_0040324,30.065236642262825
Lilac rash,Rash,HP_0000988,24.060042503058682
Double uterus,Double uterus,HP_0003762,24.717578980963932
Didelphic uterus,Hypoplastic uterus,HP_0000013,12.830117557174091
Bicornuate uterus,Bicornuate uterus,HP_0000813,29.776861958502607
Duplex uterus,Hypoplastic uterus,HP_0000013,12.830117557174091
Bifid uterus,Hypoplastic uterus,HP_0000013,12.830117557174091
Bovine milk hypersensitivity,Hypersensitivity,HP_0041092,24.677187816889948
Dairy allergy,Allergy to dairy,HP_0410327,25.211736031377065
Allergy to cow's milk,Cow milk allergy,HP_0100327,27.288984243845604
Milk protein allergy,Milk allergy,HP_0100327,23.474080995457214
Lactose intolerance,Lactose intolerance,HP_0004789,29.155193659682077
