query_name,hp_desc,hp_id,score
Reduced bifunctional protein actiity,High urine protein levels,HP_0000093,
Increased level f hippuric acid in blood,Increased post-void residual urine volume,HP_0000016,
ervical ribs,Abnormal rib morphology,HP_0000772,
Bracket eiphysis of the proximal phalanx of the 2nd finger,Proximal tubulopathy,HP_0000114,
Mild hearing impairmet,Hearing abnormality,HP_0000364,
Fatigabl weakness of distal limb muscles,Pain of muscles of mastication,HP_0000211,
Interstitial emphysem,Interstitial nephritis,HP_0001970,
hort long bone,Long penis,HP_0000040,
Madelung-like forearm deformitie,Doll-like facies,HP_0000295,
Fetal vascular malperusion,Persistent fetal fingertip pads,HP_0001212,
Vescovaginal fistula,Rectovaginal fistula,HP_0000143,
Hyperpigmeted genitalia,Abnormal morphology of female internal genitalia,HP_0000008,
Decreased proportion o class-switched memory B cells,Decreased function of male gonad,HP_0000026,
Inflammatory abnormality f the eye,Abnormality of body height,HP_0000002,
Dosocervical fat pad,Increased amount of facial fat,HP_0000287,
Abnormal natural killer ubset distribution,Abnormality of body height,HP_0000002,
Abnoral language feature,Coarse facial features,HP_0000280,
Increased glutamine fmily amino acid level in urine,Increased post-void residual urine volume,HP_0000016,
oolly scalp hair,Excessive hair growth,HP_0000998,
Neonatal bilateral lonic seizure,Bilateral progressive sensorineural hearing loss,HP_0000408,
Iregular epiphysis of the middle phalanx of the 3rd toe,Abnormality of the middle ear,HP_0000370,
obsolete Laterally deviated thumb phalanes,obsolete Clitoromegaly,HP_0000057,
bnormal circulating interleukin concentration,Increased circulating gonadotropin level,HP_0000837,
Incrased level of ribose in urine,Increased post-void residual urine volume,HP_0000016,
Stippling of te epiphysis of the middle phalanx of the 4th finger,Abnormality of the middle ear,HP_0000370,
Hypolipidemi,,,-1.0
ertebral clefting,Cleft of scrotum,HP_0000048,
Abnormal CSF neopterin concenration,Abnormality of body height,HP_0000002,
Elevated mniotic fluid alpha-fetoprotein,Elevated palate,HP_0000218,
Abnormality of extrpyramidal motor function,Abnormality of body height,HP_0000002,
Neonatalbilateral asymmetric epileptic spasm,Asymmetric facies,HP_0000324,
Male-limitd expression,Abnormal male internal genitalia morphology,HP_0000022,
Abnormal extrahepatic bile uct morphology,Abnormality of body height,HP_0000002,
Abnoral dental root morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Microscopic nephrocalciosis,Microscopic hematuria,HP_0002907,
Apaty,,,-1.0
Short distal phalanx of the 3r finger,Short penis,HP_0000054,
Atrophic superior cerebellar pedunce,Superior pectus carinatum,HP_0000917,
Elevated CSF amyloi concentration,Elevated palate,HP_0000218,
Abnormal lateral rctus muscle physiology,Abnormality of body height,HP_0000002,
Distal arthrogryosis,Absent distal interphalangeal creases,HP_0001032,
Aplasa/Hypoplasia of the 4th finger,Hypoplasia of the uterus,HP_0000013,
Abormal tracheobronchial morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Abnormal facal expression,Abnormality of body height,HP_0000002,
bnormal number of teeth,Abnormal teeth,HP_0000164,
Sacrococcygeal pilonidal abnorality,Pilonidal dimple,HP_0000960,
Acute costipation,Acute sinusitis,HP_0000255,
Coombs-positive hemolytc anemia,External ear position defect,HP_0000357,
Polyuri,,,-1.0
Complete duplication of the proximal phalanxof the hallux,Ureteral duplication,HP_0000073,
Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinl phenomena,Focal segmental glomerulosclerosis,HP_0000097,
Irregularphalanges,,,-1.0
ateral,,,-1.0
Perisylvian redominant thick cortex pachygyria,Partial thickness cleft hard palate,HP_0000176,
Periorital edema,Facial edema,HP_0000282,
Atrioventricular caal defect,Genital defects,HP_0000078,
Abnormal facial skeleton morpholoy,Abnormality of body height,HP_0000002,
Torn meiscus,Torn retina,HP_0011958,
Crneal pterygium,Pterygium colli,HP_0000465,
Fetal head anoaly,Abnormality of head or neck,HP_0000152,
Bracket eiphysis of the middle phalanx of the 4th toe,Abnormality of the middle ear,HP_0000370,
Convex nasal rige,Nasal abnormality,HP_0000366,
Abnormal circulating intereukin 9 concentration,Abnormality of body height,HP_0000002,
Spheroid bdies,Subcutaneous spheroids,HP_0025014,
Abnormal immuoglobulin level,Abnormality of body height,HP_0000002,
Aborted sudden cardic death,Sudden loss of visual acuity,HP_0001117,
Diastsis recti,Diastasis recti,HP_0001540,
Steoid-responsive anemia,No light-evoked response on electroretinogram,HP_0000550,
Triangular saped phalanges of the 2nd finger,Triangular mouth,HP_0000207,
Renal neutrophilic tubuitis,Multicystic renal dysplasia,HP_0000003,
bsent vas deferens,Abnormal vas deferens morphology,HP_0012872,
Ivory epiphysisof the proximal phalanx of the 4th toe,Proximal tubulopathy,HP_0000114,
Generalized hyperrflexia,Generalized dental spacing,HP_0000687,
osolete Widening of the sacrosciatic notch,Widened alveolar ridges,HP_0000187,
Sertoli cell hypeplasia,Renal tubular cell atrophy,HP_0000092,
Abnormal onnection of the cardiac segments,Abnormality of body height,HP_0000002,
Biteporal hemianopia,Hemianopia,HP_0012377,
Visceral epithelial cel hyperplasia,Renal juxtaglomerular cell hypertrophy/hyperplasia,HP_0000111,
Abnomal cerebellar cortex morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Gastric diverticulu,Delayed gastric emptying,HP_0002578,
Transien global amnesia,Global developmental delay,HP_0001263,
Pncreatic islet-cell hyperplasia,Renal tubular cell atrophy,HP_0000092,
Severe muscular hypotoni,Severe periodontitis,HP_0000166,
Fingerhyperphalangy,,,-1.0
Renal glomerular amloid deposition,Multicystic renal dysplasia,HP_0000003,
Duplication ofthe upper lip,Underdeveloped vaginal lips,HP_0000059,
Curved proximal phalanx of the 5th to,Proximal tubulopathy,HP_0000114,
Retinopathy ofprematurity,Retinopathy,HP_0000488,
Fued labia majora,Abnormal labia morphology,HP_0000058,
Pulmonar artery sling,Abnormal retinal artery morphology,HP_0000630,
Odontogenic neoplsm,Odontogenic keratocysts of the jaw,HP_0010603,
T-cell lymhoma/leukemia,Renal tubular cell atrophy,HP_0000092,
Precocious puberty in mles,Delayed puberty,HP_0000823,
horoidal neovascularization,Posterior retinal neovascularization,HP_0007778,
Enamel ageneis,Abnormal dental enamel morphology,HP_0000682,
IgG heavy chin paraproteinemia,Abnormally heavy bleeding during menstruation,HP_0000132,
Atypical teratod/rhabdoid tumor,Atypical appearance of female genitals,HP_0000061,
Abnormality f the anterior pituitary,Abnormality of body height,HP_0000002,
Hypopigmened genitalia,Abnormal morphology of female internal genitalia,HP_0000008,
Aeusia,,,-1.0
Abnormal circulating polysaccharie concentration,Abnormality of body height,HP_0000002,
Short distal phalax of finger,Short penis,HP_0000054,
IgM heavy chain parapoteinemia,Abnormally heavy bleeding during menstruation,HP_0000132,
Prominent occipt,Prominent lower lip,HP_0000179,
Lingual dystona,Lingual abnormality,HP_0000157,
obsolete Cone-shaped epiphysis of terminal phalax of the middle finger,obsolete Clitoromegaly,HP_0000057,
Aplasia of the dstal phalanx of the 5th finger,Renal aplasia,HP_0000104,
Scleroticvertebral body,Abnormality of body height,HP_0000002,
Abnormaliy of the thenar eminence,Abnormality of the thenar eminence,HP_0001227,
TypeII cryptotia,Cryptotia,HP_0011252,
Muscl weakness,Pain of muscles of mastication,HP_0000211,
enal interstitial amyloid deposits,Too much calcium deposited in kidneys,HP_0000121,
Dural tal sign,Frontal release signs,HP_0000743,
Frontal venous agioma,Abnormality of the frontal region of the face,HP_0000290,
Toe dactlitis,Short fingers or toes,HP_0001156,
Sclerosis of the 1st metacarpl,Glomerular sclerosis,HP_0000096,
Leukopeni,,,-1.0
Auomatic atrial tachycardia,Atrial septal defect,HP_0001631,
Aplsia/Hypoplasia of the capital femoral epiphysis,Hypoplasia of the uterus,HP_0000013,
Contracture of the metatarsophalangeal join of the 4th toe,Short fingers or toes,HP_0001156,
Cooboma,,,-1.0
Abnormal skin orphology of the palm,Abnormality of body height,HP_0000002,
Abnormal foot boe ossification,Abnormality of body height,HP_0000002,
Narrow medastinum,Narrowing of the ureter,HP_0000071,
Lateralhumeral condyle aplasia,Renal aplasia,HP_0000104,
Elevated bronchoalveolar lavage fluid eosinophil proortion,Elevated palate,HP_0000218,
Toe eformity,Short fingers or toes,HP_0001156,
Irregular epiphysis of the proximal phalanx of th thumb,Proximal tubulopathy,HP_0000114,
Dulicated collecting system,Lack of bladder control due to nervous system injury,HP_0000011,
Ivory epiphysis of the distal phalanx ofthe 2nd toe,Absent distal interphalangeal creases,HP_0001032,
EEG with periodic complxes,Abnormally heavy periods,HP_0000132,
obsolete Fused epiphysis of terminal halanx of the middle finger,obsolete Clitoromegaly,HP_0000057,
Straddling atriventricular valve,Abnormal mitral valve morphology,HP_0001633,
Epianthus palpebralis,Epicanthus palpebralis,HP_0031770,
obsolee Excessive daytime sleepiness,Vertical Facial Excess,HP_0000276,
Elevated circulating oleylcarnitine concentation,Elevated palate,HP_0000218,
yalgia,,,-1.0
Mask-likefacies,Mask-like facies,HP_0000298,
Spastictetraplegia,,,-1.0
Epiphyseal sreaking,Multiple epiphyseal dysplasia,HP_0002654,
Apically displaced anterolatera papillary muscle,Displaced kidney,HP_0000086,
Abnomal visual accommodation,Visual impairment,HP_0000505,
Increase KCO,Increased post-void residual urine volume,HP_0000016,
Cereral calcification,Calcific band keratopathy,HP_0000585,
Myocardtis,,,-1.0
Redced platelet dense granules,Dense calvaria,HP_0000250,
Azoopermia,,,-1.0
Short metacarpals with rouded proximal ends,Short penis,HP_0000054,
Bulet-shaped toe phalanx,Triangular shaped mouth,HP_0000207,
Preibial dimple,Sacral dimple,HP_0000960,
Partial duplication of te phalanx of hand,Ureteral duplication,HP_0000073,
Anti-contactin-1 antibod positivity,External ear position defect,HP_0000357,
Difficulty runnin,Difficulty with flow,HP_0000019,
Low back pan,Low gonadotropins (secondary hypogonadism),HP_0000044,
Glomerular aryhorrhectic debris,Glomerular sclerosis,HP_0000096,
Psychotic metation,Psychotic episodes,HP_0000725,
Decreased ear drainage,Decreased function of male gonad,HP_0000026,
Lft axis deviation,Globe retraction and deviation on abduction,HP_0000497,
Prominence of the zygomaic bone,Prominent lower lip,HP_0000179,
Intratubular vancomycin cast,Urinary casts,HP_0012615,
Abormal urine urobilinogen level,Increased post-void residual urine volume,HP_0000016,
Psedoepiphyses of the 5th finger,Distal finger flexion creases absent,HP_0001032,
Unilateral plymicrogyria,Unilateral renal agenesis,HP_0000122,
Abnormal osturing,Abnormality of body height,HP_0000002,
Gonadl hypoplasia,Hypoplasia of the uterus,HP_0000013,
Transverse racture,Transverse vaginal septum,HP_0000145,
Reticular retina dystrophy,Abnormal retina,HP_0000479,
Inceased caudate lactate level,High urine protein levels,HP_0000093,
Increased anti-seafod IgE antibody level,Increased post-void residual urine volume,HP_0000016,
Elevated circulating sitoserol concentration,Elevated palate,HP_0000218,
Convulsive sttus epilepticus,Bilateral convulsive seizures,HP_0002069,
Abnormal anterior horn cell morpholgy,Abnormality of body height,HP_0000002,
Pnuveitis,,,-1.0
Multiple cutaneou leiomyomas,Uterine leiomyoma,HP_0000131,
Lethal infantile mitochodrial myopathy,Infantile eczema,HP_0001047,
Broad rib,Broad mouth,HP_0000154,
Decreased renal parenchymal thickess,Multicystic renal dysplasia,HP_0000003,
Migrine with aura,Migraine with aura,HP_0002077,
Delaye ossification of the scaphoid,Delayed ossification of carpal bones,HP_0001216,
Multiple exososes,Multiple oral frenula,HP_0000191,
Myoid subcutaneous tumors,Loss of facial subcutaneous adipose tissue,HP_0000292,
Aortic neurysm,Abnormal aortic valve morphology,HP_0001646,
Congenital absence of skin o limbs,Abnormal absence of menstruation,HP_0000141,
Elevated CSF proline concentraton,Elevated palate,HP_0000218,
Hemorrhagic ovarian yst,Ovarian disease,HP_0000137,
Gingivl recession,Autosomal recessive inheritance,HP_0000007,
Mosai corneal dystrophy,Corneal abnormalities,HP_0000481,
Hyprconvex nail,Nail bed telangiectasia,HP_0001232,
Impaired Ig lass switch recombination,Hearing impairment,HP_0000365,
Reduced residual volme,Increased post-void residual urine volume,HP_0000016,
Mucoid extracellular matrix acumulation,Defective enamel matrix,HP_0006297,
Small epiphysis of the middle halanx of the 5th finger,Small uterus,HP_0000013,
"Spontaneous, ecurrent epistaxis",Epistaxis,HP_0000421,
Viscera hemangioma,Facial hemangioma,HP_0000329,
Arterioclerosis,,,-1.0
Thyroid cisis,Abnormality of the thyroid gland,HP_0000820,
Balanced double aortic rch,Double ureter,HP_0000073,
Long-trac signs,Long penis,HP_0000040,
Osteolysis o scaphoids,Metatarsal osteolysis,HP_0001473,
Atypical absece status epilepticus,Atypical appearance of female genitals,HP_0000061,
Aplasia/ypoplasia of the triceps,Renal aplasia,HP_0000104,
Viremi,,,-1.0
Pigmentation anomaies of sun-exposed skin,Thickened facial skin with coarse facial features,HP_0000280,
Severe Epstei Barr virus infection,Recurrent urinary tract infections,HP_0000010,
Anti-periplakin antibody positiity,Neutropenia in presence of anti-neutropil antibodies,HP_0001904,
Abnormal midface morphoogy,Abnormality of body height,HP_0000002,
Metaphyseal striatins,Dumbbell widening of long bone metaphyses,HP_0000947,
Absence ofStensen duct,Abnormal absence of menstruation,HP_0000141,
Abnormal areolar morpholog,Abnormality of body height,HP_0000002,
Fifth etacarpal with ulnar notch,Notched nasal tip,HP_0000456,
Motor plyneuropathy,Ocular motor apraxia,HP_0000657,
Peripheal tractional retinal detachment,Abnormal retinal morphology,HP_0000479,
Abnormal glucagon leel,Abnormality of body height,HP_0000002,
Increased spinal bone densty,Increased post-void residual urine volume,HP_0000016,
Annular utaneous lesion,Periapical lesion,HP_0000700,
Nitric oxide addction,Absence of bactericidal oxidative respiratory burst in phagocytes,HP_0002723,
Absent scaphod,Absent sperm in semen,HP_0000027,
Complete duplication of te proximal phalanges of the hand,Ureteral duplication,HP_0000073,
Abnormal coccyx morhology,Abnormality of body height,HP_0000002,
Elevated urine popionylglycine level,Increased post-void residual urine volume,HP_0000016,
Testicular gonadoblastma,Testicular atrophy,HP_0000029,
Symphalangism of he 5th finger,Distal finger flexion creases absent,HP_0001032,
Laryngeal strido,Laryngeal abnormalities,HP_0001600,
Asent hallux epiphysis,Hallux valgus,HP_0001822,
Elevated beta-mannosiase activity,Decreased activity of gonads,HP_0000135,
Deep philtru,Deep set eye,HP_0000490,
Decreased CSF lucine concentration,Decreased function of male gonad,HP_0000026,
Descendig aortic dissection,Abnormal aortic valve morphology,HP_0001646,
Elevated CSF gamma-aminobuyric acid concentration,Elevated palate,HP_0000218,
Abnormal circulating phospholipid cncentration,Abnormality of body height,HP_0000002,
Metaphysea rarefaction,Metaphyseal rarefaction,HP_0004980,
Pigment dposition in the trabecular meshwork,Retinal pigment clumping,HP_0000580,
Ulnar deviation of the2nd finger,Globe retraction and deviation on abduction,HP_0000497,
Hpochloriduria,,,-1.0
-minute APGAR score of 0,Decreased bone mineral density Z score,HP_0004349,
Cutaneous angioipomas,Cutaneous hyperpigmentation,HP_0000953,
Cortical thickening of th forearm bones,Bossing of parietal bone,HP_0000242,
Osteoarthritisof the elbow,Limited elbow extension,HP_0001377,
bnormal serum bicarbonate concentration,Elevated serum gonadotropins,HP_0000837,
Cleft hard paate,Cleft of scrotum,HP_0000048,
Sacroiliac arhritis,Short sacroiliac notch,HP_0003185,
Sclerosis of te distal phalanx of the 4th finger,Glomerular sclerosis,HP_0000096,
Corical radial artery lymphocyte hypercellularity,Abnormal retinal artery morphology,HP_0000630,
Thoracic playspondyly,Thoracic situs inversus,HP_0001651,
Dissocited horizontal deviation,Decreased horizontal dimension of face,HP_0000275,
Addcted thumb,Abnormal thumb morphology,HP_0001172,
Precordia pain,Pain of muscles of mastication,HP_0000211,
Gait isturbance,Gait disturbance,HP_0001288,
Decreased mean crpuscular volume,Increased post-void residual urine volume,HP_0000016,
Alacrma,,,-1.0
Reduced prothombin consumption,Reduced salivation,HP_0000217,
elayed puberty,Delayed puberty,HP_0000823,
Figerpad telangiectases,Lip telangiectases,HP_0000214,
Cavitating pulmonary mss,Abnormal pulmonary valve morphology,HP_0001641,
Contracture o the distal interphalangeal joint of the 5th finger,Calcium deposits in joints,HP_0000934,
Sall epiphysis of the distal phalanx of the 3rd toe,Absent distal interphalangeal creases,HP_0001032,
Shouldr impingement,obsolete Vocal cord paralysis (caused by tumor impingement),HP_0001606,
Absent fourth finge distal interphalangeal crease,Absent sperm in semen,HP_0000027,
Focal impaired awarenessperseverative automatism seizure,Focal segmental glomerulosclerosis,HP_0000097,
Neopasia of the nasopharynx,Abnormal nasopharynx morphology,HP_0001739,
Hypermetric hoizontal saccades,Slow saccadic eye movements,HP_0000514,
Crcinoma,,,-1.0
Poplitel pterygium,Pterygium colli,HP_0000465,
Hypertrophy of he upper limb,Labial hypertrophy,HP_0000065,
Curved middle phalnx of the 3rd finger,Abnormality of the middle ear,HP_0000370,
Erythrocyte nclusion bodies,Abnormality of body height,HP_0000002,
Abnormal regional lef ventricular contraction,Abnormality of body height,HP_0000002,
Chronic leukema,Chronic otitis media,HP_0000389,
ypoplasia of the uterus,Hypoplasia of the uterus,HP_0000013,
Right unicoronal synostoss,Asymmetry of right and left side of face,HP_0000324,
Optic atrophyfrom cranial nerve compression,Abnormality of the fontanelles or cranial sutures,HP_0000235,
Heath status,Status epilepticus,HP_0002133,
Ameliorated by immunouppresion,Ameliorated by,HP_0025254,
Increased circulating elenium concentration,Increased post-void residual urine volume,HP_0000016,
Macrocehaly at birth,Ambiguous external genitalia at birth,HP_0000062,
phalangy of the hands,Persistent blue color of hands or feet,HP_0001063,
Minor findig,Minor malformation of the auricles,HP_0000377,
Occipial cortical atrophy,Testicular atrophy,HP_0000029,
Amelioratedby colchicine,Ameliorated by colchicine,HP_4000130,
ilateral single transverse palmar creases,Single kidney,HP_0000122,
Episodic upperairway obstruction,Ureteropelvic junction obstruction,HP_0000074,
Alternating hyperphoia,Alternating esotropia,HP_0001137,
2:1 atrioentricular block,Blocked tear duct,HP_0000579,
Peripheral retnal detachment,Retinal detachment,HP_0000541,
Abnorml uvula morphology,Abnormal morphology of female internal genitalia,HP_0000008,
Periosteal new bone of humeral diaphysi,Bossing of parietal bone,HP_0000242,
Hypomanganeseia,,,-1.0
Increase neutrophil ribosomes,Increased post-void residual urine volume,HP_0000016,
Uper limb asymmetry,Cranial asymmetry,HP_0000267,
Triggered by muscle relaxan,Pain of muscles of mastication,HP_0000211,
Interstitil pneumonitis,Desquamative interstitial pneumonitis,HP_0005942,
Decreased amyloid beta 42 peptideCSF concentration,Decreased function of male gonad,HP_0000026,
Underdeeloped inferior crus of antihelix,Prominent antihelix,HP_0000395,
Intestina lymphedema,Lymphedema,HP_0001004,
Bried teeth encased in mucopolysaccharide,Abnormal teeth,HP_0000164,
Abnormal upil morphology,Abnormality of body height,HP_0000002,
Smallepiphyses of the hallux,Hallux valgus,HP_0001822,
Anti-transciption intermediary factor-1gamma antibody positivity,External ear position defect,HP_0000357,
Sclerosis of 2ndfinger phalanx,Glomerular sclerosis,HP_0000096,
Delaye cranial suture closure,Abnormality of the fontanelles or cranial sutures,HP_0000235,
Separation insecurty,Excessive orbital separation,HP_0000316,
Dereased muscle succinate dehydrogenase staining,Pain of muscles of mastication,HP_0000211,
obsolete estrictive heart failure,obsolete Clitoromegaly,HP_0000057,
Partil duplication of the distal phalanx of the 3rd finger,Ureteral duplication,HP_0000073,
Imperforateatrioventricular valve,Abnormal mitral valve morphology,HP_0001633,
Oral mucosa ndule,Large oral aperture,HP_0000154,
Elevated fetal middle cerebal artery peak systolic velocity,Elevated palate,HP_0000218,
Sesory ataxic neuropathy,Sensory neuropathy,HP_0000763,
Low hangin columella,Low gonadotropins (secondary hypogonadism),HP_0000044,
Discordant atrioventricular connecton,Complete atrioventricular canal defect,HP_0001674,
efractory anemia with ringed sideroblasts,Ringing in ears,HP_0000360,
Pulmonary enous occlusion,Occlusion anomaly,HP_0000689,
Morphologial abnormality of the pyramidal tract,Abnormality of body height,HP_0000002,
Abnormal intraocular prssure,Abnormality of body height,HP_0000002,
Jaw cludication,Broad alveolar processes of jaw,HP_0000187,
Msocardia,,,-1.0
Hypeventilation,,,-1.0
Renal arteriolar lumen organizd thrombi,Multicystic renal dysplasia,HP_0000003,
Nigt gasping,Night gasping,HP_0031503,
Cleftpalate,,,-1.0
Rootless teth,Rootless teeth,HP_0011072,
Focal cortical dysplasia type Ib,Multicystic kidney dysplasia,HP_0000003,
obsolete Defective dehydrgenation of isovaleryl CoA and butyryl CoA,obsolete Clitoromegaly,HP_0000057,
Rght isomerism,Right atrial isomerism,HP_0011536,
Amblyoia,,,-1.0
Midlinehand movements,Movement abnormality of the tongue,HP_0000182,
Myocardial infarctio,Myocardial infarction,HP_0001658,
Hypertyrosnemia,,,-1.0
Severe albminuria,Severe periodontitis,HP_0000166,
Hemolyti-uremic syndrome,Overactive bladder syndrome,HP_0000012,
Central sleep anea,Central cleft upper lip,HP_0000161,
Increased circulating IgMlevel,Increased post-void residual urine volume,HP_0000016,
etinal dystrophy,Rod-cone dystrophy,HP_0000510,
Abnormality o the middle phalanx of the 2nd toe,Abnormality of body height,HP_0000002,
Small epiphyss of the phalanges of the hand,Small uterus,HP_0000013,
Abnormality of the foehead,Abnormality of body height,HP_0000002,
Autonomic status epileptius,Status epilepticus,HP_0002133,
Acetabular dysplasi,Acetabular abnormality,HP_0003170,
Lacunar strke,obsolete Lacunar retinal depigmentation,HP_0007786,
Limited neck extensio,Abnormality of head or neck,HP_0000152,
Mitral chorde tendinae rupture,Abnormal mitral valve morphology,HP_0001633,
Hmeralopia,,,-1.0
Stipling of the epiphyses of the 3rd toe,Short fingers or toes,HP_0001156,
Arcuate vein lumen organied thrombi,Spider veins of the lip,HP_0000214,
Abnormal isoemagglutinin level,Abnormality of body height,HP_0000002,
Elevated circulating hexanoylcarnitine concentrtion,Elevated palate,HP_0000218,
Abnormality of the cardiovasular system,Abnormality of body height,HP_0000002,
Bipolar affectve disorder,Disorder of face,HP_0000271,
Renal marotation,Multicystic renal dysplasia,HP_0000003,
Ketoss,,,-1.0
Cictricial ectropion,Ectropion,HP_0000656,
Polr cataract,Cataract,HP_0000518,
Iris melanom,Abnormality iris morphology,HP_0000525,
Epthelial neoplasm,Neoplasm,HP_0002664,
Pedal edea,Pedal edema,HP_0010741,
Anti-thyoglobulin antibody positivity,External ear position defect,HP_0000357,
Neonatl epileptic spasm,Eyelid spasm,HP_0000643,
Elevated circulating apolipoprotei B concentration,Elevated palate,HP_0000218,
Bullet-shaped distal phlanx of the 5th finger,Triangular shaped mouth,HP_0000207,
Aditional crus of antihelix,Prominent antihelix,HP_0000395,
Elevated circulating o-phosphoserine concenration,Elevated palate,HP_0000218,
Reduced thyroxin-binding gobulin,Reduced salivation,HP_0000217,
Anomic aphsia,Anomic aphasia,HP_0030784,
Spinal epidural abscss,Brain and/or spinal cord issue,HP_0000707,
Abnormal intemamillary distance,Abnormality of body height,HP_0000002,
Small intestine carcinod,Small uterus,HP_0000013,
Delayed ability to roll ovr,Delayed cranial suture closure,HP_0000270,
Semilobar holoprosencehaly,Semilobar holoprosencephaly,HP_0002507,
Parxysmal supraventricular tachycardia,Tachycardia,HP_0001649,
Clpocephaly,,,-1.0
Pulmonry mass,Tooth mass arch size discrepancy,HP_0000678,
Aplasia/Hypoplasia involving the usculature of the extremities,Hypoplasia of the uterus,HP_0000013,
Glomerular amyloid subepithelial depsits,Glomerular sclerosis,HP_0000096,
Aged leonin appearance,Atypical appearance of female genitals,HP_0000061,
Triangular epipyses of the 4th finger,Triangular mouth,HP_0000207,
Abnorml brain N-acetyl aspartate level by MRS,High urine protein levels,HP_0000093,
Interlobula vein intima/media liquefactive necrosis,Spider veins of the lip,HP_0000214,
Anterior predominant subcortical band hetertopia,Abnormality of the anterior fontanelle,HP_0000236,
Giant neutrophil granuls,Giant somatosensory evoked potentials,HP_0001312,
Aachnoid cyst,Renal cyst,HP_0000107,
Tye E brachydactyly,Brachydactyly,HP_0001156,
Flttening of the talar dome,Shortening of the talar neck,HP_0008117,
Abnormlity of body height,Abnormality of body height,HP_0000002,
Urethral atresi,"Urethral atresia, male",HP_0000052,
Abdomnal symptom,Behavioral symptoms,HP_0000708,
Patellar overgrowt,Patellar dislocation,HP_0002999,
Premature epimetaphyseal fusion i tibia,Rib fusion,HP_0000902,
Typical bsence seizure,Smaller than typical growth of scrotum,HP_0000046,
Abnormality of palatopharyngeus mscle,Abnormality of body height,HP_0000002,
Abnormal morphology of the choroidalvasculature,Abnormality of body height,HP_0000002,
Peile thrush,Chronic oral thrush,HP_0009098,
Retinalcavernous hemangioma,Facial hemangioma,HP_0000329,
Increaed vertical cup-to-disc ratio,Decreased vertical length of upper lip,HP_0000188,
Ricets,,,-1.0
Full cheks,Full lower lip vermilion,HP_0000179,
Spondyloepiphysealdysplasia,,,-1.0
Septic arthrtis,Septic arthritis,HP_0003095,
Pulmonary artery adventitial ibrosis,Abnormal retinal artery morphology,HP_0000630,
MG: continuous motor unit activity at rest,Decreased activity of gonads,HP_0000135,
Abnormal gametoenesis,Abnormality of body height,HP_0000002,
Abnormal micrglia morphology,Abnormality of body height,HP_0000002,
Absentradius,,,-1.0
Vascula granular osmiophilic material deposition,Too much calcium deposited in kidneys,HP_0000121,
Cleft uper lip,Cleft of scrotum,HP_0000048,
EEG with prietal focal spike waves,Focal segmental glomerulosclerosis,HP_0000097,
Atrial fluttr,Atrial septal defect,HP_0001631,
Focal sexual automatsm seizure,Focal segmental glomerulosclerosis,HP_0000097,
Methylmaloni acidemia,Methylmalonic acidemia,HP_0002912,
Abnormal CSFtryptophan concentration,Abnormality of body height,HP_0000002,
Aldehyde oxdase deficiency,Vertical deficiency of upper lip,HP_0000188,
Meat allergen allrgy,triggered by allergens,HP_0034423,
Swollen lp,Smooth swollen tongue,HP_0000206,
Patchy sclersis of the distal phalanx of the 4th finger,Patchy darkened skin,HP_0000953,
Increaed serum bile acid concentration during pregnancy,Abnormally heavy bleeding during menstruation,HP_0000132,
Cereral vasculitis,Vasculitis,HP_0002633,
Positive gastric luid barbiturate test,Undescended testes,HP_0000028,
enal potassium wasting,Renal phosphate wasting,HP_0000117,
Anomalous hepatic venous drainage into the left trium,Asymmetry of right and left side of face,HP_0000324,
Insidious onst,Insidious onset,HP_0003587,
Focal autnomic seizure,Focal segmental glomerulosclerosis,HP_0000097,
Incomplete bilateral left lip,Underdeveloped vaginal lips,HP_0000059,
Abnormal pulmonary thoracic maging finding,Abnormality of body height,HP_0000002,
Neonata unconjugated hyperbilirubinemia,Hyperbilirubinemia,HP_0002904,
Abnormal genitalpigmentation,Abnormality of body height,HP_0000002,
Abnormal cutaeous collagen fibril morphology,Abnormality of body height,HP_0000002,
Atriovenricular valve regurgitation,Abnormal mitral valve morphology,HP_0001633,
Abnormalit of complement system,Lack of bladder control due to nervous system injury,HP_0000011,
Traction brochiectasis,Peripheral tractional retinal detachment,HP_0007643,
Neurma,,,-1.0
Meomelic arm shortening,Shortening of upper lip,HP_0000188,
Anterior displacement of the papilary muscles,Displaced kidney,HP_0000086,
Severe varicellazoster infection,Recurrent urinary tract infections,HP_0000010,
Gltaric aciduria,Organic aciduria,HP_0001992,
Abnormal otal iron binding capacity,Abnormality of body height,HP_0000002,
Paucity of anerior horn motor neurons,Ocular motor apraxia,HP_0000657,
Urinay bladder mass,Functional abnormality of the bladder,HP_0000009,
Convex contour ofsole,Convex bridge of nose,HP_0000426,
Irrgular acetabular roof,Abnormality of the roof of the mouth,HP_0000174,
Middle cerebral artery tenosis,Abnormality of the middle ear,HP_0000370,
Pilonida fistula,Rectovaginal fistula,HP_0000143,
Foca,,,-1.0
Hyperglycinema,,,-1.0
Abnormalcirculating fetuin A concentration,Elevated circulating growth hormone concentration,HP_0000845,
Intrinsic had muscle atrophy,Testicular atrophy,HP_0000029,
