query_name,hp_desc,hp_id,score
Twvsted blootd vessls,,,-1.0
Pepiheral aretial strenosis,,,-1.0
Perpphral raterg disease,Kidney disease,HP_0000112,9.892215263296842
Anrteriwl disese of elgs,,,-1.0
Occlusi veatrreial edisease,,,-1.0
cculisve vvascular diease,,,-1.0
Periipheral rtey occlusive dsiealse,Occlusion anomaly,HP_0000689,13.868933780756624
Periphdral vascuzar sisaesz,,,-1.0
Generalized kxtrexialt ortosity,Generalized,HP_0012837,17.37838014661695
Generjalised arterdlvtotuodity,,,-1.0
enGeralised twisted adregries,Flattened and twisted hair,HP_0003777,10.200768696895276
Generalnzde swise arteries,Arterial hypertension,HP_0000822,8.944343356757312
"Arterkaltokrtuostiy, generalt",,,-1.0
"Arterial tortuoisyy, xekberalised",Arterial hypertension,HP_0000822,8.944343356757312
"rAerail tortusoity,jeneralized",,,-1.0
Decsending thhoracic aorta anreurssm,Abnormality of the aorta,HP_0001679,12.717092216108838
Dplattaienof bhe descending thoabic forta,Descending aortic dissection,HP_0012499,10.200768696895276
Abken tpulloanry artery,Arterial hypertension,HP_0000822,8.944343356757312
Absent lungartrhy,Absent kidney,HP_0000104,7.139512038576924
Misionk pulmonarj artery,Arterial hypertension,HP_0000822,8.944343356757312
Pulmpqonray artriaum edial hypertrohy,,,-1.0
Hyertrosphyy of theppulmnay aztgery wall,Hardened artery wall,HP_0002634,8.761762685437027
Rncurrqent rerebrla hfmorrhage,,,-1.0
Rcnrrent ceqrebrala haemorrhga,,,-1.0
Recurren themorahgwic syroke,,,-1.0
Pecipheeral pulmnary rter ytevnosis,,,-1.0
Narrowijvnxg of peripherl ung atery,,,-1.0
Peripheral pulminc etnsois,Peripheral hypotonia,HP_0001252,10.857036104639954
peripheral uplnomnayr stenbsis,Peripheral hypotonia,HP_0001252,10.857036104639954
Occlusi o fsmall pulmonary arteoise,Pulmonary stenosis,HP_0001642,9.600795955351
Asclknding uatbular aortca anerysm,,,-1.0
scendingoarta dilaion,,,-1.0
Aneuryms ovf the aschhndikcn gtubular aorta,Abnormality of the aorta,HP_0001679,12.717092216108838
Ajscedning aoric kazeurysm,,,-1.0
Ascnedign aotrtiec dimlation,,,-1.0
Bulgingz of wall of aremartrey olyated abosv heart,Abnormality of the heart,HP_0001627,10.667006036104505
Dceilatationlof ascneding horta,,,-1.0
Pulmonapryartery hypopglusiaa,,,-1.0
Ulerdeveyoepd lung artrey,Abnormality of the lungs,HP_0002088,10.857036104639954
Uynderdveeloetdp ulmonary artehry,,,-1.0
Erlenmeyerh flasb edforimty oft  efmurs,,,-1.0
lrlenmeirfla deformit yof distal fmur,Distal,HP_0012839,14.0733722394854
rlfenmeyer falsk femora,Abnormality of the femora,HP_0002823,14.965272044361734
Erlenmyer falskshdped yhighbone,,,-1.0
Knee disloationhh,Abnormality of the knee,HP_0002815,11.73377929356898
Disrlocatons f hte knees,Abnormality of the knee,HP_0002815,11.73377929356898
Kene dilsoctions,,,-1.0
iBlateral radilyaplasiaa,,,-1.0
Bilateraa eabsence okth radius,Abnormality of the radius,HP_0002818,12.88981074616633
Metdahpysealvsclerosis,,,-1.0
Incresedownze denpsity in wide portion oflogn bone,Abnormality of the wide portion of a long bone,HP_0000944,11.663703895618614
Scleroitc meapyses,,,-1.0
Mvtnxphyseal raerfaction,,,-1.0
Rgarefactino of ehe meaphyses,,,-1.0
asomekizc leg shortening,Mesomelic leg shortening,HP_0004987,16.321100536929503
Mesomela of te lodwer limbes,Limb ataxia,HP_0002070,8.86120647714641
Mseomelim lowe rlimbgshortenhng,Low T4,HP_0000821,9.147676667267696
Slfendenr log bones wth narrowg diayses,Intrasutural bones,HP_0002645,5.449074890431719
Slenderfvong boge witnarrzow shaft,Abnormality of the hair shaft,HP_0001595,8.867322385184345
Recuerntptelar dsilocation,,,-1.0
Recurrte dilscoation of ptvellas,,,-1.0
nldasi/Hypopaaisa of the capital fmqqoral epxiphysis,Capitate-hamate fusions,HP_0001241,9.161598888011962
gjsent/small ed part of innermoost thihnbe,Small end part of bone,HP_0010585,8.240744896757652
Asbent/undredveelopde end part fo innerostthhghbone,Delayed maturation fo the end part of the upper limb bone,HP_0003840,8.74684725842075
"Fesoarl bowing lresenb ajb irths, straightening owitkhtime","Bowing of thighbone at birth, straightening with time",HP_0005005,11.792586056822518
"Bowing f tighbonev  birt ,straightenng wiht timae",Bow legs,HP_0002979,11.440530394006705
Large joint digslcatioaf,Large joint dislocations,HP_0005008,13.400698510390631
Dombbell-shapedu medrus,,,-1.0
Dumbbellgsvhepd long boge in upbzr arm,Abnormality of the arm,HP_0002817,10.759168906193942
Mesxmlica rm shorteing,Short penis,HP_0000054,8.380197097959362
Mesomleia of the ueppqe lifbs,,,-1.0
Upper ltmx brachymsomelia,Abnormality of upper lip,HP_0000177,5.8509565993807175
Diaphzueial thickenng,,,-1.0
Thsckenindg of haft orxcntral par tokf long bonrsi,Neoplasm of the pars anterior,HP_0011750,11.86659241820597
ilamtera elbow dislocatwionsu,Dislocations of the elbows,HP_0003042,11.515269420840127
Dislocatved elbow gonn hbth sides,Dislocated elbows on both sides,HP_0005021,12.46411454240835
Wiqened proxima tlial metaphysis,Flared metaphysis,HP_0003015,11.676257253546403
Wie dinnermot wie porion obfbshankpbonne bone,Intrasutural bones,HP_0002645,5.449074890431719
Wide inenrmost iwde potqio noz shinbhne bone,Wide forearm bones,HP_0003971,10.39847243367252
Distal ulnar hpyoplasaz,Distal ulnar hypoplasia,HP_0005033,14.104384250104744
Dsaal hsortening of una,,,-1.0
yypoplasstc disaal ulna,Hypoplastic ulna,HP_0003022,12.830117557174091
Shorening fof acllkphapnges of tge toes,1-3 toe syndactyly,HP_0001459,6.320359152408708
hSort to ebonces,,,-1.0
Multjiple longb-one xostosse,One nostril,HP_0009932,11.92007457459334
Muatiple eyoxstosesbof loung tubulab onet,,,-1.0
Irregulear capital gpfmora piphysis,Capitate-hamate fusions,HP_0001241,9.161598888011962
Irreguejar end part f innebrmist sthighbon,Bulging end part of bone,HP_0003013,8.03187544307987
Irregulagp roxisa femoral epiphyses,Femoral bowing,HP_0002980,10.579918989941293
hrregulajc awptal femoral epipwsyes,Femoral bowing,HP_0002980,10.579918989941293
Proxmal hmeralmcetapyhseal irreguwlruity,,,-1.0
Irgeula srproximal humwraljmetagphyses,,,-1.0
Synossois of carapl eons,,,-1.0
Fusan fo wrist bonel,Wrist swelling,HP_0001225,11.440530394006705
Anterloataeral sadial headidrslwcation,,,-1.0
Antrior/laetrl rtkioal hzead dislocation,Lens dislocation,HP_0001083,11.489961972522044
ryhralofa/arthritis,Arthritis,HP_0001369,23.406265032164104
Joint pain/Jjoin inflmgmatiion,Joint pain,HP_0002829,19.61134939286182
"kFraemented, ikrregular eppphyem",,,-1.0
"Ftcagmented, irrgeuxlr end oart of bcne",Irregular end plates,HP_0003301,5.223913798774486
Copn-shaped diepiphyses fusudw ihtin thei remtaphsyes,J-shaped sella,HP_0002680,7.623674857733812
Cqfone-hshaped end paqrtof  lnnog bonef useg dwithin their wide nortiono f wide bneo,Wide ureter,HP_0000072,9.401039471577375
Proximal fibular egrrwokth,Proximal fibular overgrowth,HP_0005067,15.027086007841433
Onergyrowth of innemokstb prt ok cpalf bone,Intrasutural bones,HP_0002645,5.449074890431719
yHperxetenisbility yt rwists,,,-1.0
Increasedzlxaxty efwrists,,,-1.0
ncreasxd rist mobiiity,,,-1.0
Anrterioru adiah head disloctaipn,Abnormal head,HP_0000234,9.794713813904616
Aterior dislocation ofri adiaql heaqd,Lens dislocation,HP_0001083,11.489961972522044
Streakmyettaphyseal cslfrosis,,,-1.0
tSrea kncrese zin boned enqity if wid epoltion ot wide bone,Wide forearm bones,HP_0003971,10.39847243367252
Premuare btrth followinge permature ruputepof fa membranes,Membranous glomerulonephritis,HP_0012578,11.300879586325337
Premature ivrsth followignp remitaure ruptreu obf foetal membrnaks,Foetal macrosomia,HP_0001520,11.112110994748454
zigh-freeuncy hearing impanvrment,Abnormal hearing,HP_0000364,11.172564790524303
"aHrizng loss, high-requencyt","Hearing loss, high-frequency",HP_0005101,10.033703835603102
Higm frequency herix lsos,Urgency frequency syndrome,HP_0000012,9.43308146337179
Highffreqfency deafness,Deafness,HP_0000365,22.64725849906027
Praogresive hig hfreqency hearinr losy,,,-1.0
Prgpoessive high-fruquenjcy hearin glossc,High palate,HP_0000218,9.016250365330027
Cochloard egeneratdiob,,,-1.0
Progresive cohcleard egenecration,,,-1.0
Clcifqcatuion f thx auricular cartage,Auricular malformation,HP_0000377,14.754067874118297
Cartisaginous ossmsibfciatio of pinuae,,,-1.0
Ossiifcatino ofp inyae,,,-1.0
Ptrified ejr,,,-1.0
Ear cartilagea calciifcatoion,Ear anomalies,HP_0000356,9.548442370137188
wHypoplastic naal yptum,,,-1.0
Decreaoed siize of nasal pseum,Nasal abnormality,HP_0000366,8.828204467883413
Decrease dsiz of sephtrmofnose,Decreased fertility,HP_0000144,7.215079225270111
rypokplasia of siptu mof novse,,,-1.0
Semall nasal spetm,Nasal abnormality,HP_0000366,8.828204467883413
Smalq swptum of nse,,,-1.0
Anormjal naasl orpholoyg,,,-1.0
Abnorma lnose morphjogy,,,-1.0
dAbnormahl kof jmorpholg of nose,Abnormality of the nose,HP_0000366,9.462538086355904
Abnormal of nasasl oape,Abnormality of the testis,HP_0000035,5.040595306376012
Abnormal ofspkmape of noes,Abnormality of the testis,HP_0000035,5.040595306376012
Aiormal sacrum mrpjloogy,Small sacrum,HP_0004590,13.759809013249049
Abnomrailty of ht sacarum,,,-1.0
Anbbrmal inctservertebralp disk morehloogy,Herniated disk,HP_0008441,14.112751101803562
Abnoralitys f the fnjervetrebral disc,Disc pallor,HP_0000543,12.717092216108838
Abnormality f eoentrevertebral disk,Herniated disk,HP_0008441,14.112751101803562
Abnoamlcty of the Achilles tnodn,Achilles tendon contractures,HP_0001771,9.63500961870783
Abnurmalty of ttecalcanealz ttecndon,,,-1.0
Atril fibrilatiot,,,-1.0
Quievirng upperh earc chambprs reszqulitng in irregulra heatrzbegat,,,-1.0
Abdominla aorfcaneurysz,,,-1.0
Dilavtion ofm thz abdomial aort,,,-1.0
fortic rachvaneuyrsm,,,-1.0
Aortic arh dilataton,Aortic stenosis,HP_0001650,11.13200662532982
Dilatationr offlh ortic arch,Dropped arches,HP_0001763,11.465053083302966
uSpraventriculaarrhtyhmia,,,-1.0
Supraventlrihulr arrhuythmias,,,-1.0
Elkeavted diantolic blood pessurre,Blood in urine,HP_0000790,8.27154104634677
Eelvted dxastelic BP,Increased BP,HP_0032263,14.754067874118297
Aknxormalcardic atjrium morphilogy,,,-1.0
bnodmlitb hof cddiac atrium moaphology,Single atrium,HP_0011565,13.657729610513186
Anoality of hear tatrium,Abnormal hearing,HP_0000364,11.172564790524303
Posteriro calopign zof vetebralbodis,,,-1.0
posweiror vertesa lbody scallopimg,,,-1.0
Right ventrigcular dwlamttion,Right,HP_0012834,19.262678176844485
wilwatec heatr rigzt ventricle,Common ventricle,HP_0001750,11.540988390371938
Absenc o fthe pulonqay valve,Absence of the pulmonary valve,HP_0005134,14.705268810488846
Absent pulomnalpy valve,Absent pulmonary valve,HP_0005134,12.96030153077027
bbnormaT-wave,J wave,HP_0012272,21.879415896379804
EG: Tw-ave abnromzlitis,2:1 AV block,HP_0034305,14.754067874118297
T-wave anboamalities,J wave,HP_0012272,21.879415896379804
aMitrl annularcalcifoication,,,-1.0
Pjemajurecalcificaiton pqmitral annulus,Corneal annulus,HP_0001084,15.497464049168894
Vrntricuylar setal hpeyrturophy,,,-1.0
Tgickened interentircsla rseptum,,,-1.0
loronary arterstenosisv,,,-1.0
Narowrig of coronary iartery,Coronary atherosclerosis,HP_0001677,12.289578927319404
Cmrdiac valv caicficatjon,Abnormality of the mitral valve,HP_0001633,7.961012143952968
aClcifijcations of tehe cardiacegales,,,-1.0
Precuctalcmoarctation of che aorpa,,,-1.0
Prokimal oartic coarkctagtion,,,-1.0
Histoicytoid cardiomyopary,,,-1.0
Arachnoctoist oft ne myocadrium,,,-1.0
Foabmy mmocradral transfohmatrion,,,-1.0
Focal lipid cardiozbmyopath,Focal lipid cardiomyopathy,HP_0005152,16.5448784472717
Infantile cardiomygputyzh with histtcoytod pangcs,Infantile eczema,HP_0001047,13.083728604719946
Infansjil exanthomatou scadiomyopaethy,,,-1.0
Igsolateed cadrac lipiddsis,,,-1.0
Myoxczardivg or cunrducion syrtem hamartoma,Gastrointestinal hamartoma,HP_0004390,13.657729610513186
Oncoctic cerdiomyopahty,,,-1.0
Ventricular escap oehltyhm,Ventricular escape rhythm,HP_0005155,18.825884358314937
Idiovnetrimcula escape rytrhm,Idioventricular escape rhythm,HP_0005155,11.417524174312364
typoplastic lfet atrnium,,,-1.0
wLeft atium hyjoplagia,,,-1.0
Undeodevelepedlegt heart artium,Abnormality of the heart,HP_0001627,10.667006036104505
Cwncentrihyeprrophic ccadiomyopathy,,,-1.0
"Symmetrc, honenrtic, hypertrophidcqaridomyopath",,,-1.0
cTotal nosalouspulmonarveonus return,Total anomalous pulmonary venous return,HP_0005160,7.137990874341021
Ttalk anmoaolus pulmrnaryl kenous connectino,,,-1.0
Tfotal anomalouswpulmobry vneos rdeainage,,,-1.0
Abonrmallefi ventrcnular function,Functional seizure,HP_0033052,11.152155710246484
Impairedsleft vmtriclar nsnction,,,-1.0
udft ventrbcula dysfuncton,,,-1.0
Left ventriacvular faiuer,Left,HP_0012835,19.198356965612675
Lef ventricvlar ipzirment,,,-1.0
Lef-tsided heqrtf ailuer,,,-1.0
Dyslrastigc pulmofar valve,Abnormality of the mitral valve,HP_0001633,7.961012143952968
Dyspalsia of pulmozryv ulve,,,-1.0
Pulmokary vakve tsplaysia,,,-1.0
Shortenl dPR iidterval,,,-1.0
Elctroacrdoigraphic short RP ietrlval,Short penis,HP_0000054,8.380197097959362
Swort RP interval,Short P-R interval,HP_0005165,14.112751101803562
SihcretnedqPR interval on EKr,Short P-R interval,HP_0005165,14.112751101803562
Left opstehior facciulra lbock,Left,HP_0012835,19.198356965612675
Left potsrerior gemiblock,Left,HP_0012835,19.198356965612675
Pfrmature ateirosxclerosis,,,-1.0
pPrematrpe hadening fo rateries,Delayed maturation fo pubic bone,HP_0008788,7.137990874341021
Tricuspirp egugritation,,,-1.0
Tiruspid insfeiciency,,,-1.0
Tricuspid vave reugrgitstiqon,Tricuspid insufficiency,HP_0005180,13.304787521958673
Prenmature coronar sartery ahterosclecosihs,,,-1.0
Premature corary arterywdisese,Premature birth,HP_0001622,10.697134218956108
Synovsiyal lining hpyesrplbasia,Simian line,HP_0000954,12.057698883885976
Syovial yperplasi,,,-1.0
Synovial hyeprtroph,Synovial hyperplasia,HP_0005186,14.754067874118297
Cogenital knke edisloctiovn,,,-1.0
tihDslocated kne esincelbirth,,,-1.0
Flattneed meattarusalhemds,,,-1.0
Flatetned head opf tnng onne of footb,Abnormal head,HP_0000234,9.794713813904616
Genyealized mornin gstiffess,,,-1.0
Generalipsed morning stifqss,Generalised morning stiffness,HP_0005197,10.200768696895276
Stiff intaerphlanweal joints,Joint stiffness,HP_0001387,21.13780025853822
Stif hingge joints,Abnormality of the joints,HP_0001367,9.217725683944883
Aoplasia of the abdmoinl wall mkscuulature,Hardened artery wall,HP_0002634,8.761762685437027
vAbsnt abdomina msuculature,,,-1.0
notaneous esphageal peofration,,,-1.0
Spontaneots esophagehlr ucturoe,,,-1.0
Boerhhaave syysdrome,,,-1.0
Gastric hyuvpertrophy,Gastric ulcer,HP_0002592,13.227617008441886
Incaresd stomch size,Increased size of tongue,HP_0000158,7.034292429409828
Secretody diarrhea,Diarrhea,HP_0002014,23.713880372521956
Secretqory nairrhoea,,,-1.0
Hypoplastnics olon,,,-1.0
cypoplasia ofthl cooln,,,-1.0
Udnrdteveloped colon,Colonic diverticulosis,HP_0002253,12.51272037517635
Pacreaic cancificatioqn,,,-1.0
Pancrelatic caligzfibations,,,-1.0
Intesinal obstructint,,,-1.0
oBwel obsrution,,,-1.0
Intsetinal blocyage,,,-1.0
Impaired masltciton,Hearing impairment,HP_0000365,9.585660129072046
Chewnig difficnualies,,,-1.0
Cewingdifficulvy,,,-1.0
Difficultyq bhewing,,,-1.0
tnoperienal fistbula,,,-1.0
Perrianaglfistula,,,-1.0
Absenc of trinsic fctor,Absence of eyeballs,HP_0000528,9.631509187876754
trisni cfactor nabsent pfrom galstic juice,Intrinsic factor absent from gastric juice,HP_0005219,7.418738694790629
Bwel diverticuhplosis,,,-1.0
Bowel divetrkiculka,Bowel incontinence,HP_0002607,12.561391346908076
Rectal eaqbscess,Rectal prolapsed,HP_0002035,13.986149009771436
Periercatlabscess,,,-1.0
Intstinal vdma,,,-1.0
Inestlinaloedema,,,-1.0
Aenomatousl olonic pslpyosis,,,-1.0
Multiplfe adenomatous colon dozlysp,Adenomatous colonic polyposis,HP_0005227,19.860667870119514
Mltipcleu tcolonci adenoxatous polypas,,,-1.0
Hypoplasi of theenn gallblader,,,-1.0
Hypogplastci slalbladder,,,-1.0
axqrahepatic niliar dutc atersia,,,-1.0
Biliayr atresbiar exprahepatik,,,-1.0
Gastrintetinal nfarckoins,,,-1.0
Deaulh twof digestivs orga tissled due to poor blood supplcp,Poor vision,HP_0000505,11.88746142378984
GI ifarctioens,GI angiodysplasia,HP_0000471,12.375096065883715
Intestfnal qhkpoplasi,,,-1.0
Hypolpatric intsetines,,,-1.0
Underdveleoped ineostine,,,-1.0
wGian hypergophic gatsritis,,,-1.0
Menetrier sdieaes,Menetrier disease,HP_0005246,16.946744401328516
yHppolasia ofthabdomsinal wall musculatuee,Hardened artery wall,HP_0002634,8.761762685437027
Abdominlfmsucular hyoplasa,,,-1.0
Intrcaeptic bliary atrhsia,,,-1.0
Biel dwct pauity,,,-1.0
Itnrahepvamtigc aresiaiof biliary udct,Biliary cirrhosis,HP_0002613,13.227617008441886
Ixncreuised anterioyosteriropdiameer of horbax,,,-1.0
Increascedanteriopostrvior dijmeter o jest,,,-1.0
Unilateraa lchet hpoplahia,,,-1.0
Small chestyon one sidhde,One nostril,HP_0009932,11.92007457459334
Undendeveloled chet on oxewide,,,-1.0
Absence f pectoralis inor musctelf,Pectoralis hypoplasia,HP_0008998,14.112751101803562
Pectoarlis minor aaflsia,Minor malformation of the auricles,HP_0000377,10.200768696895276
Uniloteral abesnme hpf pectoralis amjro xscle,Pectoralis hypoplasia,HP_0008998,14.112751101803562
Uniclaterja asbplasikaofy pectoralis major muscle,Pectoralis major hypoplasia,HP_0008953,19.96622756986683
Trhoacic hypoplaia,,,-1.0
Smaac chest,Abnormality of the chest,HP_0000765,11.793472482561217
Small thrzx,Small uterus,HP_0000013,7.848005093152201
Pectobal nuse hypoplaspia/aplasia,Renal aplasia,HP_0000104,8.63518411929886
Scall/absent ac muscel,ACE inhibitors trigger attacks,HP_4000133,8.784254508712673
Underdxvrloped/absnt pe cmusceb,Pes cavus,HP_0001761,13.986149009771436
bJoitn hemobrhage,,,-1.0
Bleedinn wihtni  ajoint,,,-1.0
Hemratehroses,,,-1.0
Hemartlrossi,,,-1.0
Joint haemarrhavgey,Abnormality of the joints,HP_0001367,9.217725683944883
Spofnzaneous joinfthtaemorrhage,,,-1.0
hjpontaenous ojint xemorrhage,,,-1.0
Gasritis,,,-1.0
tomach infamamatoin,,,-1.0
blAnormalty o fthegallbladde,,,-1.0
Anomaly vobf the galbladdeop,Anomaly of the testes,HP_0000035,10.10734258175097
Abrmal jejunum omprhlogy,Abnormality of the jejunum,HP_0005265,16.305427629013778
Abnormaliyt fo the jzxunuz,Delayed maturation fo pubic bone,HP_0008788,7.137990874341021
Intetianl polyr,,,-1.0
Intesitnak poulyps,,,-1.0
Prmoinetn cnasolabial fol,,,-1.0
Deep laugh inse,Deep laugh lines,HP_0005272,19.255349637991046
Deep nasolgbials gcrase,"Philtrum, deep",HP_0002002,11.648262155004668
Deep nadsolabiaxq flod,"Philtrum, deep",HP_0002002,11.648262155004668
Deep ansoleahial groovae,"Philtrum, deep",HP_0002002,11.648262155004668
Deep smilelnies,"Philtrum, deep",HP_0002002,11.648262155004668
"Nasolabaila crease,prmoinent",Simian crease,HP_0000954,11.256941156030841
Prmoinaoent laugh lins,Deep laugh lines,HP_0005272,11.098905184682485
Promnint nasolabla grojove,,,-1.0
Promzinent simtc lines,Simian line,HP_0000954,12.057698883885976
bAsentnaksal septa lcaretilage,Abnormality of the cardiac septa,HP_0001671,11.86659241820597
Abaent nasmal septoum,,,-1.0
Agenesi of naas septal carmilage,Septal defects,HP_0001671,11.3460735688001
vailure oof develgpment kof nasqal sepat lcartioae,,,-1.0
Prominentn askal itp,,,-1.0
farge nsal tib,,,-1.0
mLarg uip of nose,Abnormality of the nose,HP_0000366,9.462538086355904
Promienn tipn of npse,,,-1.0
jPronouwcexdn asal tip,Bulbous nasal tip,HP_0000414,7.533876073473414
gronounecd tip of nse,Bulbous nasal tip,HP_0000414,7.533876073473414
Bulbosu tip of unosle,Bulbous nasal tip,HP_0000414,7.533876073473414
pyerplahsia ofn asal tip,Bulbous nasal tip,HP_0000414,7.533876073473414
Hyperplasiaof ip offose,,,-1.0
lHypextrophyo f nasaltip,,,-1.0
Hypzretropy oft i pof nose,Abnormality of the nose,HP_0000366,9.462538086355904
Cartbijaginous ossilicationqo f noes,,,-1.0
aCartilaigmousn asal orsification,,,-1.0
Hypopltasic masal ip,,,-1.0
Decgeaeswd smze of nasa tip,Hypoplastic alae nasae,HP_0000430,11.417524174312364
Decreasesdizeo tip o nose,Abnormality of tip of nose,HP_0000436,14.15981436895709
Hypylasia f tiqo f nose,Abnormality of the nose,HP_0000366,9.462538086355904
Small nlaal ip,Small uterus,HP_0000013,7.848005093152201
Small tipc of noeh,Small uterus,HP_0000013,7.848005093152201
Untrdevelopent of asal tip,Bulbous nasal tip,HP_0000414,7.533876073473414
Underdeelormoent of tip of onse,Bulbous nasal tip,HP_0000414,7.533876073473414
plasia of nasac ltipr,,,-1.0
Deficcent asal tipv,,,-1.0
Hypotrolbhic naqla tip,Bulbous nasal tip,HP_0000414,7.533876073473414
sHpotorphic tip o fnose,Bulbous nasal tip,HP_0000414,7.533876073473414
Depresse dnasal beridagd,Depression,HP_0000716,21.212437028463157
Depressepd bridge onf wse,Myocardial bridging,HP_0025490,11.152155710246484
Depressed sl orot,Depression,HP_0000716,21.212437028463157
Flat bridue ofynose,Flat cheekbone,HP_0000272,11.3460735688001
Flast naasl birdge,,,-1.0
llatn asal root,Root dwarfism,HP_0006336,12.094060985901919
"lFat, ansal brlidge",,,-1.0
Faxttened nasal pbridwge,Nasal abnormality,HP_0000366,8.828204467883413
Luwl nasal bridge,Abnormality of the nasal bridge,HP_0000422,13.990816465269498
Low naasl rot,Low T4,HP_0000821,9.147676667267696
rRetrudedbridge of nsoe,,,-1.0
Rrwruded nasab ridge,Longitudinal ridging,HP_0001807,10.484030130434927
Cocave bridgeo nosew,,,-1.0
Cocaave nhasal brdige,,,-1.0
Depresse daqsal rootb/rideg,Depression,HP_0000716,21.212437028463157
Hyppolastmc naasl lridge,,,-1.0
eceased siize of rbrdge of nqse,,,-1.0
Decreyaseh size oof anasla brideg,Increased size of tongue,HP_0000158,7.034292429409828
Hypoxplsdtic brqige of nose,Abnormality of the nose,HP_0000366,9.462538086355904
Smal lbrigd eof onse,,,-1.0
Samll naasl brideg,,,-1.0
Hyptorophic bridego fenose,,,-1.0
Hypaorophic nsal rbidge,,,-1.0
zAbsent nasal bydge,Nasal abnormality,HP_0000366,8.828204467883413
Absent brjidse o fnose,Absent kidney,HP_0000104,7.139512038576924
Agenesiso brdiger f nose,Abnormality of the nose,HP_0000366,9.462538086355904
Agevesis of nasal brge,Nasal abnormality,HP_0000366,8.828204467883413
Milssing bridgeo f dose,,,-1.0
Miesing naasb brige,,,-1.0
Abnorxa lntosril morphlogy,,,-1.0
Abrnormal naris oeorpdolagy,"Naris, broad",HP_0009931,14.401125785563783
Abnoramality of h nares,Hypoplastic nares,HP_0000430,13.083728604719946
Abnormalityaof phe nostvrils,,,-1.0
Anomalny ocf teh narest,,,-1.0
Deformity of the naelzs,Deformity of lip,HP_0000159,10.332071904227817
Dermig of the nkstrils,,,-1.0
Malormatiodn of the zntarse,,,-1.0
alformtionof tze ostrils,,,-1.0
Abwnmorhelit yof the naolabiah region,Depressed malar region,HP_0000272,8.258124854642324
Anomalxof te snasolabialk iegion,,,-1.0
Defomriuty of twhe lnzsolabial ragion,,,-1.0
Malfoatiron of lthe tasoulabial egion,,,-1.0
Internal carptid aretry hyvobasla,Internal bleeding,HP_0011029,12.022153977329204
eoreased qsize ofuinterynal carotidarey,,,-1.0
Small inteal caortiad rtery,Small uterus,HP_0000013,7.848005093152201
Aplasia zofi nternal crtid arvrtery,Renal aplasia,HP_0000104,8.63518411929886
Defciencyo  internral caroid arvery,,,-1.0
Hypotophic imtenral catotidqamrtey,,,-1.0
Venous insuzfficifcnym,Venous abnormality,HP_0002624,11.987390341114835
Poorlu funcjining venis,,,-1.0
jersistent def tsuperior vena avj,Abnormality of the vena cava,HP_0005345,10.200768696895276
PLVC,,,-1.0
iCaootid artern ttuosity,,,-1.0
Tortuousl cwarkotid areries,,,-1.0
yHpoplastic zglmonpary eins,,,-1.0
Underdeoeloepds un veins,Spider veins,HP_0001009,10.484030130434927
eyrebralv venos thromblosis,,,-1.0
Blook clotni cebrebral veint,,,-1.0
Ceebralt hrombesis,,,-1.0
qrCebral vtin thrombosis,Embolism and thrombosis,HP_0001907,13.304787521958673
aCpiclary hemagnoma,,,-1.0
Caillary hemangioxatae,,,-1.0
trawbrey birthmrk,,,-1.0
Agenei sof pumlonarq vessels,2 vessel cord,HP_0001195,11.440530394006705
Absent lunkj vxessels,Absent kidney,HP_0000104,7.139512038576924
Lack of facail ubcutsaneos mfat,Lack of initiative,HP_0000745,11.704756795331464
Lac of sfacial fa cbelo the kin,,,-1.0
Mandgbiulofaual dysostossi,,,-1.0
Trecahr Colins syndrxoe,,,-1.0
Promint nasal sleqtum,Nasal abnormality,HP_0000366,8.828204467883413
Prominent pstum of ons,One nostril,HP_0009932,11.92007457459334
Lowhjnging nasal seupum,Nasal abnormality,HP_0000366,8.828204467883413
ow hanging septjw of noe,Hanging skin,HP_0000973,14.754067874118297
Visimblqe nasal septd,Nasal abnormality,HP_0000366,8.828204467883413
Visile scptmu off nose,Squared off pelvis,HP_0003278,10.64983694078888
Hemifacil jypertrophy,,,-1.0
Enargyment of half of hacsej,Enlargement of half of face,HP_0005323,9.496386610999936
uaciak hemihyprtohy,,,-1.0
Hemfiacail enslaigement,,,-1.0
Hypwerrtophy of hal of ae,,,-1.0
Increaes in sze if nalof face,Disorder of face,HP_0000271,10.076226526919195
Overfrowthxof halfzof face,Disorder of face,HP_0000271,10.076226526919195
Faqiyl hemyihperplasia,,,-1.0
Freidreich'ldisease,,,-1.0
Disturbanc eof acalf exfremssion,,,-1.0
Extensioq of hair growth jnztemlesot lkateral eyebrow,Excessive hair growth,HP_0000998,14.044363500744856
Ulusualahilrin ewtth hai rgrowtho ntemples efxtending ot lateral eyebrooz,Hay fever,HP_0003193,16.946744401328516
Hyrpoplastic phiutrum,,,-1.0
Smalophiltrum,,,-1.0
Lossioff aciael exprqsion,,,-1.0
Progeroid faciala jppeavradnce,Progeroid facial appearance,HP_0005328,11.86659241820597
Aged faciala pwpenrance,Age of onset,HP_0003674,12.131278744836777
Permature ge dappeaancem,Anti-Ge-1 antibody positivity,HP_0034110,9.129752331701049
Pmturely agedi face,Disorder of face,HP_0000271,10.076226526919195
Prweapturely agejd fvcial appearance,Whistling appearance,HP_0000346,12.16939340301656
Wirzened face,Disorder of face,HP_0000271,10.076226526919195
Fixed facial jxbppresision,Fixed facial expression,HP_0005329,16.837602688366935
